"","price","retail_price","units_sold","uses_ad_boosts","rating","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","badges_count","badge_local_product","badge_product_quality","badge_fast_shipping","tags","product_color","product_variation_inventory","shipping_is_express","countries_shipped_to","inventory_total","merchant_rating","product_variation_size_id","origin_country"
"506",5.83,5,100,0,4.36,22,13,5,3,1,0,0,0,0,0,"Summer,Vest,Plus Size,Floral print,camisole,Loose,Round neck,Print,Women's Fashion,Fashion,Floral,sleeveless,Casual,Necks","yellow",3,0,24,50,3.95283612844142,"XS","CN"
"507",11,21,1000,0,4.08,545,295,113,65,27,45,0,0,0,0,"bikinsuit,Fashion,Floral print,backlessswimsuit,Swimming,beach wear,Swimsuit,Halter Bikini,women swimwear,backless,Summer Fashion,monokini,Women,Women's Fashion,bikini suit,Swimwear","white",17,0,70,50,3.98162327718224,"2XL","CN"
"508",1.85,11,100,0,3.9,97,49,16,14,9,9,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women","black",2,0,40,50,3.83793694273772,"2XS","CN"
"513",3.86,6,50,0,4,6,3,0,3,0,0,0,0,0,0,"Mini,Plus Size,halter dress,women dresses,plus size dress,Dress,casual dresses,V-neck,Mini dress,beach dress,Fashion,Summer,printed,sleeveless,Star,Casual,Clothes,Ladies Fashion,summer dress,Party Dress,Women's Fashion,Cotton Dress,Sleeveless dress,Ladies,party,Cotton,Beach,loose dress","white",4,0,20,50,3.86090775988287,"XS","CN"
"516",11,17,1000,0,3.62,462,189,89,74,41,69,0,0,0,0,"Summer,men's dress shirt,Fashion,Shirt,Sleeve,Men's Shirt,Tops,casualmensshirt,short sleeves,Shorts,Men's Fashion,slim,Men T-shirt,Men Tops,Short Sleeve T-Shirt,Beach,Casual,T Shirts,Cotton","mintgreen",50,0,36,50,4.13639455782313,"M","CN"
"519",11,168,10,0,3.33,3,0,2,0,1,0,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes","white",3,0,33,50,3.91489361702128,"S","CN"
"520",11,168,10,0,3.33,3,0,2,0,1,0,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes","white",3,0,33,50,3.91489361702128,"S","CN"
"521",8,7,100,0,2,2,0,0,1,0,1,0,0,0,0,"Summer,Women Rompers,Plus Size,Tank,linenjumpsuit,women long pants,pants,Women's Fashion,Long pants,Jumpsuits & Rompers,Fashion,rompers womens jumpsuit,Wool,women Jumpsuit,Casual,jumpsuit","black",46,0,41,50,4.07420278004906,"2XS","CN"
"522",2,8,50,0,3.88,8,5,1,0,0,2,0,0,0,0,"Summer,Fashion,Floral print,Dress,Formal Dresses,Print,Women's Fashion,Party Dress,backless,party,Floral,Party Dresses,sexy,Women","gray",1,0,40,50,3.94301876379691,"2XS","CN"
"523",5.66,5,100,1,3.41,27,8,8,4,1,6,0,0,0,0,"Summer,Beach Shorts,Yoga,Waist,Elastic,Fitness,Workout,summer shorts,Women's Fashion,yogashort,gymshort,women shorts,Shorts,elastic waist,Sport,Fashion,Sports Wear","black",50,0,48,50,3.83348095659876,"2XL","CN"
"524",9,8,100,0,4.1,10,5,3,1,0,1,0,0,0,0,"blouse,tunics women,Fashion,tunic,Necks,t shirt printing,Round Collar,Tops,Loose,Ladies Top,Women's Fashion,Shorts,Round neck,gradient,T Shirts,Plus Size,Summer,Tops & T-Shirts,Short Sleeved,Casual,summertee","purple",10,0,26,50,4.02294411631077,"XS","CN"
"525",8,9,100,1,4.08,61,38,6,8,2,7,0,0,0,0,"Summer,Shorts,clubwear,Sleeve,Long Sleeve,Slim Fit,V-neck,wrapjumpsuit,vneckjumpsuit,Women's Fashion,drawstring,Sport,slim,jumpsuit","red",2,0,39,50,4.07697160883281,"M","CN"
"526",9,8,1000,0,3.78,282,127,47,58,20,30,0,0,0,0,"blouse,Summer,Vest,Fashion,Tank,Shirt,sleevelessblouse,Tops,Spaghetti Strap,Women's Fashion,tank top,baggy,Casual,T Shirts,Plus Size,Ladies,sleeveless,women top,Spaghetti,summer tops","red",15,0,43,50,4.03873388609817,"S","CN"
"527",2.76,17,1000,1,4.33,49,28,13,5,2,1,1,0,1,0,"Cotton,Slim  Fitting,Tank,summer tank top,Tops,New arrival,tank top,Women's Fashion,tanktopforwomen,sleeveless tops,printtanktop,Women,Fashion,tops for women,Women Fashion,Slim Fit","green",3,0,43,50,4.13672316384181,"XS","CN"
"528",3.83,4,100,0,3.57,67,27,15,6,7,12,0,0,0,0,"Deep V-Neck,Summer,Plus Size,Spaghetti Strap,Overalls,Women's Fashion,sleeveless,Women,Casual,jumpsuit","lightred",1,0,38,50,3.95879023700035,"XS","CN"
"530",6,43,1000,0,3.46,566,239,71,85,56,115,0,0,0,0,"bathing suit,Fashion,bikini set,slim,One Piece Swimsuits,Women's Fashion,Summer Fashion,sexy,Spaghetti,Women Fashion,Women,onepiece,Slim Fit,Swimwear,camouflage,Swimsuit,Bikini,backless,t,Suits,jumpsuit,women Jumpsuit,Swimming","pink",15,0,43,50,3.96752014521053,"M","CN"
"531",8,21,100,0,4.06,36,20,6,5,2,3,1,0,1,0,"Summer,Vest,Spaghetti Strap,Tank,Fashion,Spaghetti,Tops,slim,Women's Fashion,Slim Fit,Plus Size,sexy,Print,sleeveless,Women,Beach,Casual,Women Fashion,Cotton","white",50,0,48,50,4.27486594014876,"M","CN"
"532",8,9,1000,1,4.16,45,28,4,9,0,4,0,0,0,0,"Mini,spaghettistrapdresse,Floral print,Summer,womensfahsion,Spaghetti,Dress,summer dress,minidressforwomen,Mini dress,spaghettishoulderstrapdre,Women's Fashion,floralprinteddre,Sexy Dress,Print,sexy,Fashion,Floral","grey",50,0,42,50,3.88516086046069,"S","CN"
"533",2.66,3,100,1,2.67,12,1,4,2,0,5,0,0,0,0,"Summer,Shorts,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Plus Size,Lace Up,Elastic,Casual,Women","yellow",1,0,30,50,4.13758177780445,"S","CN"
"535",8,7,1000,1,3.55,120,47,21,20,15,17,0,0,0,0,"Plus Size,Shirt,Sleeve,Long Sleeve,Tops,Chiffon Shirt,Women's Fashion,V-neck,T Shirts,Women Clothing,chiffon,Fashion,Casual","skyblue",49,0,42,50,4.13745236799129,"XS","CN"
"540",9,85,50,1,4.63,8,5,3,0,0,0,0,0,0,0,"Fashion,Yoga,Sleeve,pants,Shorts,T Shirts,summer t-shirts,short sleeves,Outfits,Women's Fashion,gymwear,printed,short sleeve shirt,Sport,Printed T Shirts,Sports Wear,Women","white",18,0,36,50,4.18518518518519,"XS","CN"
"541",8,7,100,0,3.38,42,16,6,7,4,9,0,0,0,0,"Summer,Plus Size,Shirt,Elegant,long dress,Dress,Necks,Party Dress,Round neck,Women Skirts,Women's Fashion,Sleeveless dress,striped dress,Stripes,party,women dress,Party Dresses,Beach,loose dress,sleeveless,Causal Dress","yellow",50,0,14,50,3.83838383838384,"XS","CN"
"543",5,75,100,1,3.8,15,7,3,2,1,2,0,0,0,0,"sexy bra,Fashion,crop top,Summer,backless top,Tops,vestcasual,tank top,tankcroptop,Women's Fashion,backless,sleeveless tops,sexy,Tank,cropped top,sleeveless,Women","black",50,0,43,50,3.88967749261867,"M","CN"
"545",14,12,1000,0,3.7,511,211,107,89,39,65,0,0,0,0,"summer dress,pleated dress,Lace,Beach,Plus Size,Lace Dress,backless dress,Women's Fashion,Necks,beach dress,Sleeveless dress,backless,wedding dress,Sexy Dress,sexy,white,Fashion,Dress,Women","yellow",29,0,27,50,4.05688825069685,"S","CN"
"550",3.93,24,100,0,3.54,57,24,10,5,9,9,0,0,0,0,"Summer,Vest,Plus Size,Tank,camisole,Tops,Loose,tank top,Women's Fashion,Fashion,Flowers,Women,sleeveless,Print,flowerprint,women top,Casual,Necks","yellow",2,0,28,50,4.2134222592747,"XS","CN"
"551",11,10,100,1,3.12,25,5,6,5,5,4,0,0,0,0,"Summer,Plus Size,chiffon,Women Blouse,Long Sleeve,print shirt,Women's Fashion,Fashion,off shoulder,chiffon blouse,Casual,Women Fashion,blouse,Shirt,Sleeve,loose top,summer shirt,sleeve chiffon,T Shirts,boho,bohemian,Tops & T-Shirts,Print,Holiday,Beach,Tops","orange",9,0,55,50,3.96806105144149,"S","CN"
"552",6,6,100,1,3.67,27,9,8,5,2,3,0,0,0,0,"Summer,Plus Size,women dresses,polka dot,Spaghetti Strap,Polkas,irregulardre,boho,Women's Fashion,Party Dress,boho dress,Dress,sleeveless,sundress,Beach,Casual,Women","coffee",5,0,38,50,4.04059511158342,"2XS","CN"
"553",8,7,1000,0,4.37,578,367,122,50,15,24,0,0,0,0,"Summer,Bikinis Set,Womens Swimsuit,Bikini swimwear,women swimsuit,high waist bikini,high waisted bathing suits,Swimwear,Bikini,Suits,high waist swimsuit,two piece swimsuit,bandage bikini,women bathing suit,Swimsuit,Fashion,Swimming","yellow",50,0,31,50,4.17944544229906,"XS","CN"
"554",11,59,100,1,4.33,3,2,0,1,0,0,0,0,0,0,"blouse,Tops & Tees,Plus Size,Sleeve,letter print,Summer,Tops,short sleeves,Shorts,Ladies,T Shirts,Fashion,off shoulder,Print,faith,Women's Fashion,Casual,Women Fashion","white",50,0,41,50,3.95543415756182,"S","CN"
"556",12,11,100,1,5,0,0,0,0,0,0,0,0,0,0,"Summer,Plus Size,partydressesforwomen,Lace,robefemme,Dress,Lace Dress,casualdressesforwomen,Women's Fashion,white dress,sexydressesforwoman,beach dress,Fashion,backless,plus size dress,summerdressesforwomen,sundressesforwomen,Robes,Beach,white,Necks","yellow",5,0,25,50,4.5,"XS","CN"
"557",11,10,100,1,3.56,71,29,10,15,6,11,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women","army green",50,0,35,50,4.06901509705248,"4XL","CN"
"558",11,10,100,0,3.96,98,46,24,14,6,8,0,0,0,0,"Summer,Plus Size,Elastic,Sleeve,cute,Long Sleeve,solidcolorshirt,Tops,topsamptshirt,cuteshirt,Clothes for women,Women's Fashion,Fashion,long sleeve t shirt,Summer Fashion,loose t-shirt,T Shirts,Waist","coralred",50,0,42,50,4.2767258382643,"M","CN"
"559",3,3,50,0,4.25,4,3,0,0,1,0,0,0,0,0,"Sleeveless dress,dressesforwomen,Summer,long dress,Dress,summer dress,backless dress,Casual,Cotton Dress,Party Dress,sleeveless,prom dresses,loose dress,Women","orange",1,0,27,50,4.03571428571429,"XS","CN"
"561",9,43,1000,0,4.74,47,40,3,3,1,0,0,0,0,0,"Summer,Vest,Plus Size,Tank,skull,Women Blouse,Tops,womens top,tank top,Ladies,Women's Fashion,tanktopforwomen,T-Shirt womens,Tops & T-Shirts,sleeveless,Print,Casual Tops,Fashion","green",50,0,41,50,4.00293316572386,"S","CN"
"562",8,7,1000,0,3.61,233,91,57,28,17,40,0,0,0,0,"Mini,halter dress,Necks,Cocktail dresses,Classics,Halter,Dress,Lace Dress,backless dress,Mini dress,Women's Fashion,Party Dress,prom dress,party,women dress,summer dresses,Women,Lace,backless,casual dress","pink",1,0,26,50,3.88553776857995,"XS","CN"
"567",3.93,4,100,1,4.4,10,7,2,0,0,1,0,0,0,0,"Tops & Tees,Plus Size,Cotton T Shirt,Summer,Pleated,short sleeves,Women's Fashion,Fashion,Casual Tops,short sleeve shirt,summer tops,Lace,blouse,Shorts,Cotton,Shirt,Sleeve,lace top,Tops,T Shirts,Casual,Tops & T-Shirts,Ladies,loose t-shirt,women top,Clothes","navyblue",11,0,20,50,3.91875494592456,"XS","SG"
"568",7,6,100,1,3.67,18,7,3,5,1,2,0,0,0,0,"drawstringpant,Summer,Shorts,Bottom,pants,Loose,Short pants,Women's Fashion,Plus Size,Fashion,Casual,Women","khaki",44,0,23,50,4.04517020066618,"M","CN"
"569",8,7,100,0,4,13,5,5,1,2,0,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress","white & green",5,0,23,50,3.7906976744186,"XS","CN"
"571",3.7,9,10,0,2.25,4,0,0,2,1,1,0,0,0,0,"Summer,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Fashion Accessory,Beauty,Health & Beauty,Waist,Vest,slimming,belt","black",2,0,35,50,3.77777777777778,"2XL","CN"
"572",8,51,100,0,4.29,31,19,5,5,1,1,1,0,1,0,"Summer,Plus Size,Dress,slim,short dress,Mini dress,Women's Fashion,Fashion,sleeveless,Party Dresses,Bodycon Dress,Women Fashion,casual dress,Shorts,Waist,Slim Fit,camouflage,Sleeveless dress,t,women dress,Women","pink",50,0,43,50,3.83253506671228,"S","CN"
"573",8,7,1000,0,4.11,439,252,76,55,19,37,0,0,0,0,"Women,Shorts,bikini set,Ladies Fashion,polka dot,Polkas,Swimwear,Swimsuit,Swimdresses,Tankinis,Bikini,Plus Size,Fashion,Suits,Ladies,Women's Fashion,Wool,Tankini Set,Swimming","red",50,0,31,50,4.26059588753672,"XS","CN"
"574",3.94,8,100,0,3.9,21,10,5,2,2,2,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women","army green",1,0,39,50,4.06878306878307,"2XS","CN"
"575",15,13,1000,0,4.41,277,177,58,28,6,8,1,0,1,0,"blouse,Deep V-Neck,Fashion,Lace,bikiniblouse,Summer,hollowoutbikini,Coat,Dress,Bikini,V-neck,beachcoat,Women's Fashion,Women,summer dresses,Clothing,Beach,Skirts,knitskirt","white",50,0,32,50,4.25433526011561,"XS","CN"
"576",5,5,1000,1,3.74,149,63,33,23,11,19,0,0,0,0,"Summer,dress slim,Fashion,neck dress,Necks,Dress,slim,Round neck,Women's Fashion,Sleeveless dress,Flowers,Floral,sleeveless,printed,Casual,Women","black & green",7,0,36,50,4.13888538532226,"M","CN"
"577",5.77,5,100,1,4,4,1,2,1,0,0,0,0,0,0,"blouse,Summer,Vest,Plus Size,Tank,Lace,Women Skirts,Shirt,Dress,Plus size top,Tops,lace blouse,Women's Fashion,Fashion,sleeveless,blousesampshirt,sexy,Women,Casual,Cotton","army green",45,0,31,50,3.91574032903513,"S","CN"
"578",4.67,4,100,1,2.88,82,18,11,21,7,25,0,0,0,0,"Summer,Shorts,pants,Beach,Plus Size,beachpant,Short pants,pantsformen,Men's Fashion,trousers,Men's pants,Men Shorts,mens Trousers,Fashion,Casual,Men","lakeblue",5,0,25,50,4.07936507936508,"XS","CN"
"579",11,10,100,0,3.29,49,15,8,12,4,10,0,0,0,0,"Mini,Summer,Denim,denimjeansdres,short sleeves,casual dresses,Women's Fashion,sexy,Lines,Mini dress,mididre,Women,Shorts,Necks,Sleeve,summer dress,Casual,minishirtdres,Jeans,Dress","blue",50,0,80,50,3.73214285714286,"M","CN"
"581",3.7,47,100,1,3.18,11,4,1,1,3,2,0,0,0,0,"bohemia,Summer,Plus Size,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,Summer Fashion,Casual,Cotton,blouse,beachtshirt,Tank,Shirt,Tops,boho,women shirt,sleeveless,Women,Beach,printed","pink",9,0,38,50,3.40947075208914,"2XS","CN"
"582",5,5,1000,1,3.77,435,191,87,69,41,47,0,0,0,0,"tank top women,Vest,bra top,Necks,vesttank,Women Vest,Tank,Tops,strap,padded,Women's Fashion,sexy,crop top,vneckcamisole","white",50,0,39,50,4.28817924285346,"M","CN"
"584",16,18,100,0,3.88,69,33,15,10,2,9,0,0,0,0,"Summer,2piecebathingsuit,Sunflowers,bathing suit,Women Set,sunflowerbathingsuit,Cross,Bikini,Women's Fashion,Fashion,BikiniWomen,womenswimsit,Women,Beach,Bras,String Bikini","yellow",50,0,41,50,3.82856991497364,"M","CN"
"586",16,26,1000,0,3.67,450,184,85,85,42,54,1,1,0,0,"Women Rompers,Fashion,Beach,slim,Jumpsuits & Rompers,V-neck,Casual,Women's Fashion,sleeveless,Women's Jumpsuits,sexy,sexy jumpsuit,jumpsuit,zippers,Rompers,Women","no color",11,0,28,50,4.23754260671969,"S","CN"
"587",3.76,4,1000,0,3.34,95,33,17,15,9,21,0,0,0,0,"Mini,Summer,Fashion,sundress,plus size dress,Dress,Mini dress,Women's Fashion,Party Dress,sleeveless,Skirts,Casual,casual dress,Tank,Ladies Fashion,Plus Size,summer dress,Sleeveless dress,fashion dress,Ladies,women dress,Cotton,Beach,loose dress","orange",3,0,22,50,4.1096214511041,"XS","CN"
"588",8,30,1000,1,4.01,270,141,55,32,20,22,0,0,0,0,"halter top,Summer,neckcroptop,crop top,croptopsforgirl,Women,Tops,slim,black crop top,sleeveless crop top,Women's Fashion,croptopsforwomen,white crop top,sexy,Tank,printed,lace crop top,backless halter top,Lace","no color",50,0,57,50,4.20931283905967,"1","CN"
"589",11,10,100,1,3.13,45,11,11,7,5,11,0,0,0,0,"Summer,Women Rompers,trousers,Tank,Fashion,Long pants,Spring,pants,Women's Fashion,Cargo pants,harem pants,Jumpsuits & Rompers,overallsforwomen,bibpant,Ladies,Wool,women Jumpsuit,Casual,jumpsuit","blue",1,0,26,50,3.38186813186813,"XS","CN"
"590",8,7,100,1,3.33,3,1,1,0,0,1,0,0,0,0,"Summer,Shorts,pants,Home & Living,Loose,Short pants,Running,women shorts,Plus Size,drawstring,Sport,Causal","darkblue",50,0,40,50,4.36833602584814,"S","CN"
"591",12,11,1000,0,4.05,614,339,114,70,34,57,0,0,0,0,"Summer,Shorts,pants,Short pants,Slim Fit,summer shorts,skinny jeans,Women's Fashion,Fashion,short-s jeans,sexy,solid color,Denim pants,Jeans,slim,Casual,Women","black",50,0,42,50,4.03295608070696,"S","CN"
"593",11,10,100,1,3.32,28,11,3,3,6,5,0,0,0,0,"gradientcolor,Summer,Shorts,Shirt,Sleeve,tiedyetshirt,Tops,short sleeves,Women's Fashion,Fashion,Tie Dye,Dyes,Print,sexy,Printed T Shirts,Casual,T Shirts,Women","blue",50,0,18,50,4.3249348392702,"S","CN"
"595",5,76,1000,1,3.77,404,173,87,68,31,45,1,0,0,1,"women dress,short sleeve dress,Floral print,Summer,Dresses,Evening Dress,Dress,Print,Women's Fashion,Floral,long dress,boho,boho dress,Cocktail Party Dress,summer dresses,Party Dresses,Women,Beach,casual dress","black",1,0,45,50,4.06866456780776,"S","CN"
"596",7,6,1000,1,3.8,46,22,9,6,2,7,0,0,0,0,"Summer,Plus Size,Tops & Blouses,Shirt,chiffon,Tank,Tops,Blouses & Shirts,T Shirts,tank top,Pullovers,Women's Fashion,Fashion,V-neck,chiffon blouse,Ladies,sleeveless,Women,Ladies Fashion,Casual,Clothes","grey",50,0,35,50,3.81127596439169,"S","CN"
"598",15,15,3,0,5,0,0,0,0,0,0,0,0,0,0,"Summer,sexy bathing suit,Bikinis Set,Beach,splitbikiniset,Swimsuit,Swimwear,Bikini,Fashion,Two Pieces,splits,Women,Women's Fashion,printed","black",50,0,40,50,4.25228915662651,"L","CN"
"599",12,11,1000,0,3.81,341,163,63,48,21,46,0,0,0,0,"Deep V-Neck,Summer,slingdresse,Plus Size,Floral,Necks,women dresses,Dresses,vestdresse,floralprinted,Women's Fashion,printed,Dress,summer dresses,tunicdresse,Casual,Women","black & green",50,0,13,50,4.15035587188612,"S","CN"
"600",7,6,100,0,4.15,27,16,5,3,0,3,1,0,0,1,"blouse,Summer,Shorts,letter print,Sleeve,Funny,Short Sleeve Blouses,Tops,short sleeves,Women's Fashion,Fashion,cute,Spring,Cotton,T Shirts,Women","black",50,0,56,50,4.13594905283609,"M","CN"
"602",9,59,100,0,3.69,29,12,5,6,3,3,0,0,0,0,"Summer,Shorts,Fashion,pants,women's pants,pantalonfemme,Loose,Short pants,women shorts,Women's Fashion,Plus Size,Ladies,Beach,Casual","beige",50,0,42,50,4.02424242424242,"S","CN"
"603",5,5,100,0,3,45,14,3,10,5,13,0,0,0,0,"Summer,Plus Size,bralette top,womens bralette,sexy underwear,lace bralette top,tank top,floral lace,Women's Fashion,Fashion,sexy lace,sexy,Casual,Bras,Lace,push up bra,Underwear,Shorts,Tank,brassiere,Tops,Fitness,ultrathinbra","pink",50,0,35,50,4.05397179669271,"XS","CN"
"604",14,93,1000,1,4.24,254,147,57,26,11,13,0,0,0,0,"Summer,Plus Size,print dress,sundress,Vintage,Dress,Floral dress,Women,holidaydres,Women's Fashion,boho dress,printed,dressforlady,vestido,Print,maxi dress,Robes,Holiday,Casual,Cotton","yellow",3,0,40,50,4.20129848510072,"M","CN"
"607",2,6,1000,1,4.03,31,15,8,3,4,1,0,0,0,0,"Summer,Fashion,Yoga,Lace,pants,Slim Fit,sportshort,yogashort,Women's Fashion,Shorts,Sport,slim,Casual,Women","winered",1,0,35,50,4.11744492260261,"XS","CN"
"608",4.73,7,100,1,4.4,86,57,16,6,4,3,1,0,1,0,"Summer,Fashion,high waist,Swing dress,long dress,Skirts,Dress,Waist,boho,V-neck,floralprinted,slingdre,bohemian,off shoulder,retro,Swing,Floral,printed,Women's Fashion,Casual,Women","green",1,0,35,50,4.11744492260261,"S","CN"
"613",8,7,100,0,3.83,6,3,1,1,0,1,0,0,0,0,"blouse,Summer,Plus Size,Shirt,Tops,Loose,short sleeves,T Shirts,Fashion,printed,Tops & T-Shirts,Ladies,women top,Casual,Cotton","white",5,0,23,50,3.54502369668246,"XS","CN"
"614",8,30,100,0,3.47,34,13,7,4,3,7,0,0,0,0,"slimvestmen,Summer,Vest,menspersonalityfitnessvest,Men's vest,Fitness,camouflagevest,personalizedvest,camouflage,summersportsvest,t,sleevelessvestmen,casualvest,fitnessvestmen,sleeveless,sweatvest","gray",50,0,35,50,3.95258386219402,"M","CN"
"615",5.95,6,100,1,3.21,48,14,13,4,3,14,0,0,0,0,"Summer,Lace Dress,pleated dress,Lace,Mini,Dress,backless dress,Mini dress,white dress,beach dress,wedding dress,Women,Necks,summer dress,Women's Fashion,boho,Sleeveless dress,strappy,Ladies,party,white,Beach","yellow",2,0,26,50,3.8535759627592,"2XS","US"
"616",3.65,9,100,1,3.38,8,3,2,0,1,2,2,1,0,1,"Summer,Plus Size,Shorts,Men,beach wear,casualtrunk,bathingshort,Men's Fashion,Fashion,malebrief,Men Shorts,colorchangingshort,swimmingshort,Swimming,Beach,#fashion #shorts,swim trunk","green",1,0,81,50,4.24324932493249,"2XS","CN"
"619",5,5,10,0,5,0,0,0,0,0,0,0,0,0,0,"ladies skort,running skirt,summer skirt,Golf,short dress,Women Skirts,Athletics,Skirts,Pleated,Running,Tennis,short skirt skorts,Women's Fashion,hightwaistdres,Pleated Skirt,Active,short skirt,tennisdres","white",50,0,8,50,3.83720930232558,"S","CN"
"620",5,16,1000,1,4.23,62,39,10,5,4,4,0,0,0,0,"hollowouttanktop,Tanktops for women,Plus Size,wolfprint,summer tank top,Summer,skulltanktopforwomen,Tops,tank top,Casual,Print,Women's Fashion,sleevelesstshirt,Wolf,sleeveless,tanksforwomen,Tank,Fashion,3dprint,Women","blue",20,0,41,50,4.02923531092277,"XS","CN"
"621",8,7,100,1,3.33,3,1,1,0,0,1,0,0,0,0,"Summer,Shorts,pants,Home & Living,Loose,Short pants,Running,women shorts,Plus Size,drawstring,Sport,Causal","darkblue",50,0,40,50,4.36833602584814,"S","CN"
"622",13,11,1000,1,3.53,302,125,47,47,29,54,0,0,0,0,"bathing suit,Plus Size,bikini set,Cross,Swimwear,Women's Fashion,Fashion,Push up bikini,Casual,High Waisted Bikini,Necks,high waist,Beach,Waist,halterneck,beach wear,Swimsuit,Bikini,Suits,Women,plus size bathing suits,Swimming","orange",50,0,43,50,3.86538461538462,"M","CN"
"624",8,85,100,0,3.5,2,0,1,1,0,0,0,0,0,0,"Summer,scrunch,Yoga,skinnyshort,Shorts,Fitness,Running,yogashort,gymshort,women shorts,short leggings,Sport,elasticlegging,fitness leggings,Women's Fashion,Women Fashion,Women","purple",50,0,45,50,3.98705135564034,"S","CN"
"625",7,6,100,0,4.07,30,18,4,4,0,4,0,0,0,0,"Summer,Plus Size,Tank,letter print,Tops,Women's Fashion,tank top,Round neck,T Shirts,Fashion,Print,sleeveless,Casual,Women Fashion,Women","purple",50,0,44,50,4.15503183955246,"XS","CN"
"626",12,11,1000,1,3.37,928,378,116,117,102,215,0,0,0,0,"Plus Size,sundress,long dress,Dress,Women's Fashion,Maxi Dresses,Dresses,beach dress,Party Dress,fashion dresses,women dress,Holiday,Causal Dress","red",1,0,32,50,3.86065915727993,"S","CN"
"627",5,5,1000,1,3.68,155,67,26,26,18,18,0,0,0,0,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women","yellow",50,0,45,50,3.86754716981132,"S","CN"
"628",13,33,1000,1,3.88,122,59,27,14,6,16,0,0,0,0,"Summer,Shorts,Sleeve,Hollow-out,pants,sportsset,short sleeves,Outfits,Women's Fashion,Fashion,Women,tacksuit,sexy,Clothes,Tops,T Shirts,jumpsuit","grey",50,0,44,50,4.14912280701754,"S","US"
"633",5,30,100,0,3.69,13,5,2,4,1,1,0,0,0,0,"Summer,Shorts,high waist shorts,Lace,Casual pants,pants,summer shorts,Slim Fit,Short pants,high waist,Women's Fashion,Plus Size,Lace Up,Women,vocation,Fashion,Casual,Waist","black",50,0,40,50,3.84002466851681,"XS","CN"
"634",11,10,100,1,3.54,13,5,3,1,2,2,0,0,0,0,"Summer,trousers,pants,Bottom,fashion pants,Women's Fashion,Long pants,widelegpant,Casual,harem pants,summerpant,Plus Size,loosepant,printed,women trousers,slitpant,Women","black",50,0,42,50,4.15593220338983,"XL","CN"
